Timestamp,Latitude,Longitude,Temperature (°C),Humidity (%),Wind Speed (m/s),Wind Direction (°),Pressure (hPa),PM2.5 (µg/m³),PM10 (µg/m³),NO2 (ppb),SO2 (ppb),CO (ppm),O3 (ppb),Traffic Density (vehicles/hour),Industrial Emission Index,AQI
2024-01-01 00:00:00,12.94363502971184,77.56209224554001,31.899949329699112,68.28867410233043,3.3396643914419566,305.0051679707111,1024.1555203117596,11.185859838657194,165.45124596877014,88.33011997396517,29.45817312746735,0.48238803022143406,17.326627350790066,3879,69.34523103228047,66.40055573126902
2024-01-01 01:00:00,13.087678576602478,77.54987362886942,15.535359867961347,57.55754721205159,1.4007688640395513,178.02613573897335,1038.1101875096317,125.13316985310514,37.60125485297053,91.18138181120621,26.821610828631023,1.1782813182193603,56.27396106783932,3529,24.794336834289815,87.11987815838788
2024-01-01 02:00:00,13.03299848545285,77.50284617375085,20.399190831096586,87.86991149183645,1.7004126372360517,70.36761982758689,996.3179875379001,41.149599427614106,189.82812110800035,40.94537056676684,18.200810530563402,4.381714890039301,63.46170110263424,2197,59.38578677221591,85.70089868454372
2024-01-01 03:00:00,12.99966462104926,77.63218000103045,29.898419105734547,43.13870705905429,2.216375717718757,265.1910431796333,978.9178731673408,46.170917831600995,170.21258189684275,27.00491862335726,25.1674202369094,9.467584197716706,53.232000760006144,2377,53.092584576701356,80.76969639703482
2024-01-01 04:00:00,12.88900466011061,77.5929872481526,24.462680335734397,65.27138495993644,2.43470667646701,150.72412884598646,981.8846574355462,37.805565360585504,184.5821266643338,23.207799831455663,18.889735137011307,0.8413314526254779,54.17173547877034,3123,27.31355225050672,80.25127419352755
2024-01-01 05:00:00,12.88899863008405,77.7097102976972,32.15713115904681,72.01260089941336,2.8014871875001686,214.06589404289898,1019.6948258364393,126.8121735071845,64.27243731322542,88.78554409097175,33.23863543842947,7.241036376789596,20.42646611781778,1221,46.95796720602318,94.24962743446942
2024-01-01 06:00:00,12.864520903042049,77.45963287414462,38.83623703668579,79.53386936072289,2.9268702751531968,38.61550446261798,1006.7558033991496,146.94078933391384,73.75828843782634,26.966139639446922,41.91645288236015,5.1226123519200595,61.864583868801866,2276,20.184538258773678,103.48354699980761
2024-01-01 07:00:00,13.066544036443734,77.64316037826654,13.496400631455925,54.418261825680425,4.829305282131592,227.37023622575722,998.6494130977258,114.50206438485512,99.28583256339971,55.42970944623918,39.5578274052573,2.8308620729860503,97.79422791300112,4165,16.71706496738231,99.44735567198431
2024-01-01 08:00:00,13.000278752935802,77.67888466355348,31.28703149194183,71.21531445944889,5.340945312847392,134.47817602024475,970.2774078776174,124.41878976803258,52.598126649677205,36.51523189246984,17.69392874522766,3.2374919395077257,97.70284834583424,4765,94.00215884669741,87.41019492271954
2024-01-01 09:00:00,13.027018144449011,77.6778459707565,16.910324668963437,48.19208828305697,3.4343524772003815,120.30830989865801,1037.5455687498904,94.97256677530397,98.4302919136083,52.39886663943266,25.96155519860354,0.32632292188777356,38.168694706208356,4737,57.815302025097274,85.46177012091835
2024-01-01 10:00:00,12.85514612357395,77.71582219012866,22.434301822227077,56.12856554170922,9.119315989246918,352.7696083600084,1028.1020447507406,81.67236171748941,11.748320259426308,37.847866745549254,1.5221586682034167,7.034097281940231,74.20274739737063,1348,81.30308566731135,51.93170891440622
2024-01-01 11:00:00,13.092477463040499,77.66871012284885,10.985881773854194,83.73762787220394,5.754827371720069,155.675031393689,964.063860173923,109.62881069462468,176.73194849088983,32.83012802630448,43.643628821993396,1.094095254078059,46.94932707948614,2946,34.509374244179135,115.64665049228373
2024-01-01 12:00:00,13.058110660200105,77.72834301849431,14.07722146878097,86.99445655985726,7.981030816317364,244.0938161216643,986.7388454602137,10.185617426901945,40.83586762888346,45.595685121521676,13.024395466745167,0.44349164812156117,18.087207858017834,4924,34.524337895348275,23.458717680506332
2024-01-01 13:00:00,12.90308477766957,77.54979697994627,19.59331867146699,73.12904081563588,9.280259407998011,225.98191280658278,1004.2132093638892,13.903076212492522,105.1610874926058,36.62792598833887,22.61348321299726,4.736299797859186,75.33604732302979,4634,50.52541678193488,47.060133479663236
2024-01-01 14:00:00,12.895456241801774,77.60096282502546,20.25957415863955,52.461113446571105,2.0497835884701496,37.54927831865675,995.4338622771533,104.65465584354664,186.47703361836764,84.77067393473878,8.474971805928462,4.825686781954564,37.68399687840152,4742,85.70876201925796,119.05545383497399
2024-01-01 15:00:00,12.895851127463358,77.45422389898486,36.98755649386287,79.20346739847984,4.564807595298528,269.2539133431538,989.7795838737738,53.58514486512342,165.9866830962052,60.1623779830843,34.22732004871795,6.581816169310112,77.2882111465086,3206,94.95741627894614,88.18059171949302
2024-01-01 16:00:00,12.926060560739884,77.452087276191,32.25438727799545,31.55202490352521,4.615498816288784,116.33731323608754,1021.883189756053,75.88098168499982,157.4636698299416,21.73586761624713,27.71958517782999,7.093733463032019,41.04078582506216,2911,5.728362001310399,90.79119710325172
2024-01-01 17:00:00,12.98118910790806,77.52203798613546,39.16548904561123,36.164754632365266,3.8674863791643648,287.6182377108246,955.4503504237838,118.38892173068696,125.03467146856742,27.414841466403455,18.87469804338101,5.137005913164205,21.62638560371411,4017,47.267288390148394,101.47140063490882
2024-01-01 18:00:00,12.95798625466053,77.48024215914172,27.972145310057215,69.68242418252166,0.5846057322405794,218.75068174153768,997.1410339125941,88.68789671900542,92.89196231802131,10.087582277296168,27.2244885682281,7.109547236862074,86.03692814329148,4769,87.68124193586962,78.8833661182147
2024-01-01 19:00:00,12.92280728504951,77.52806341038072,17.25141196273954,47.47491451620344,8.251735023891904,114.15293638325625,976.2181690389601,121.76297182614337,94.74710049734041,33.47042017938559,9.268092788828595,2.5773330408446538,9.92700240919309,2384,55.20787891133891,93.61241284011346
2024-01-01 20:00:00,13.002963223680595,77.50311298835852,19.829650897649287,87.08317310402867,1.5598135547620766,128.26546571918553,958.4618385234759,65.77751011474331,26.523464570868935,68.60422499804316,39.00628317517006,1.5226480406805005,39.729320052590126,1775,45.615080868708084,51.642997089824654
2024-01-01 21:00:00,12.88487346516301,77.45855600745159,19.595077698759013,56.16363672553828,9.95706568025671,263.3426530798898,996.4887158002965,46.67638618087399,22.3093315050931,22.381045141313543,14.031998224864,9.32155511907533,68.89118195728162,2226,15.97106728258062,36.41525606520356
2024-01-01 22:00:00,12.923036162133805,77.72279124392182,19.794829829897548,55.76188922335062,7.843105673156225,198.02135344423746,967.1368691070569,39.05135178816097,170.2533186018968,14.424223903168022,31.136203924687194,3.795294507478602,89.20453473892448,4563,44.89209730877307,78.06113079814692
2024-01-01 23:00:00,12.941590460823422,77.45246693941667,30.18892519335447,70.68477061145587,6.010095167261888,240.60637464167348,975.8224281890209,24.09373790561358,87.64389664425877,35.49646167550517,45.07060184525302,0.991592691285071,20.305049760657496,2918,74.22580376347192,45.158466693930464
2024-01-02 00:00:00,12.96401749605426,77.67082464330113,25.924237842712486,76.05411373837137,1.9687609685451757,56.994595587067785,1000.7008729510076,10.335495729723961,20.26304881171273,63.18961218159637,2.890694813845247,8.288420940101249,14.125212252196592,4992,68.18657219982555,18.416419079837524
2024-01-02 01:00:00,13.046293990348254,77.49564436607585,21.56272534259933,58.533524287508186,5.396233228235847,283.3116020022307,1047.3708979932821,12.706607274093663,135.9803120975539,49.91410434853561,19.989163204684218,6.169662984955012,33.70308637959195,4726,44.45474727424293,54.82342018038038
2024-01-02 02:00:00,12.899918445539589,77.72366888659988,14.472693061861499,42.84005410270345,2.9805330381491846,115.3408748094125,1018.4255006803555,44.29482993425806,139.82745609151075,36.55807483979234,7.610970224351127,5.960299279352383,29.338069634211205,1374,76.93531350864656,69.5989112714896
2024-01-02 03:00:00,12.978558609603402,77.71783878187696,10.664174888264377,76.3985185635373,2.89706398315916,223.1500561767624,977.9621798156825,45.36982617996265,53.21366804451149,88.88041700371168,45.524227807406625,1.4128666091064221,70.95310792250778,1892,59.79780424667873,53.36092199020166
2024-01-02 04:00:00,12.99810364221551,77.64617034391078,16.565040327630776,49.22107649241765,8.380527869133612,41.28473708712313,988.2406052575377,60.35875670981555,88.036722059923,49.51298126366562,18.643794780520786,7.598040946753664,27.578289750815266,2340,28.185863509831016,63.85279732581803
2024-01-02 05:00:00,12.86161260318,77.65167024494018,13.224142119060438,40.50664615763146,4.1161220276146295,115.71128681650812,990.6133152320978,90.7845188297283,118.9505730221004,48.22943369728173,11.453705406558095,2.1158510056225013,64.27765186312908,1366,14.722993245108189,89.6869425547068
2024-01-02 06:00:00,13.001886212975359,77.45160174259091,33.56335092556718,67.8984113955008,4.781876132212639,233.59222550399105,965.3637623344378,115.0984325941488,123.29353543783593,8.007391985815342,34.14735220863391,0.5166760978010683,67.32062148885635,4193,67.04782219477127,100.41141481188122
2024-01-02 07:00:00,12.892631030921823,77.74546146983408,13.374938734416562,35.42722001942102,8.508165008911124,98.71420762449021,966.065418885968,33.667226168519804,107.11194359415397,65.73756900003067,27.616446583856415,1.6944792548877017,81.53050686270946,1976,18.35177695814419,60.99830073483746
2024-01-02 08:00:00,12.866262898246319,77.71334978107275,31.726847119205086,88.2811605051633,1.3340109443290042,316.91239082993417,964.8394723487364,115.09098560685344,79.19732760382615,48.637764027617365,41.029897405320334,7.035659205786963,62.3252040079959,3854,21.938035465589056,91.3362225580021
2024-01-02 09:00:00,13.087221384313333,77.71853186771902,21.56976069328248,67.94383586472821,6.148869604364971,238.04222379963133,1002.1664137736917,25.153481529748323,23.07581152361197,18.782328186512068,37.90033977741943,7.932579895723599,92.49339873256423,4925,28.578533045054407,27.89740396610814
2024-01-02 10:00:00,13.09140800826864,77.64777336111526,12.20135169231328,89.15373125530535,5.993048973043859,313.3002215868464,1017.4186086739708,148.3605750000316,14.23388689482371,28.155222290568563,48.758822794688875,2.5412895499715664,70.7491805138592,1190,94.9002672061663,87.24137596294716
2024-01-02 11:00:00,13.052099337029114,77.55343607859636,34.38190148294757,50.333605408718164,4.5395384080334145,142.34065281040347,1009.0720684610826,46.329898546978946,97.31160023492023,24.224554519512022,5.436083052761797,3.2188887132490054,28.032096138794522,2226,68.31837609979902,56.454293755494554
2024-01-02 12:00:00,12.926153442293343,77.71809459472715,27.3889171070984,88.27230967142387,8.382859093528882,12.234651344883002,1047.776718545335,126.41357713210165,48.559106722742285,16.599330987939823,4.933365649469163,1.711086252483857,94.28729139617091,2469,92.80543297689111,84.39548653394951
2024-01-02 13:00:00,12.874418028501596,77.53745507844536,17.072845385907193,38.733734863717416,9.45745558268908,207.410386807837,962.5874572257652,32.61754504392724,188.31288061362338,46.37642986488478,45.46067422712317,4.582267546402492,23.048120608265318,4744,25.245082742456304,80.86571943430853
2024-01-02 14:00:00,13.02105825662804,77.61881346300267,36.84043522998004,32.441686340821704,4.920690688179302,122.10966098113403,1048.6474406302755,142.84320316340222,131.6792333689359,39.5122702176593,47.83087897271502,2.2785659979893196,22.66960836445703,3879,61.970981113592494,118.40162298100641
2024-01-02 15:00:00,12.9600381234349,77.47991929170317,11.357749416116544,31.979043627276155,4.833396984484797,161.3478153320472,996.6673933887892,124.86088385577072,121.24654236627069,39.21168928220671,20.92508295082146,9.842650222385577,75.51721142514768,645,67.6560890948498,107.54768828478569
2024-01-02 16:00:00,12.880509558711195,77.72658668903982,16.054588245932887,57.892222235953625,5.269605431872075,245.1996770121896,971.8632787777137,57.11144277931995,87.244851948704,28.895175957938342,23.337621653980065,7.692910744538904,54.305591220443034,127,95.10777701068852,61.50085521378616
2024-01-02 17:00:00,12.973794227527817,77.49223113733137,32.56140783417583,34.98025184871569,7.3696782929140845,252.23928014551382,1044.3280826005757,66.1134002837539,72.60979927519038,46.460520684432375,19.06621601100568,6.011429109200714,20.202886061096997,1345,47.22179230241925,61.44914709648244
2024-01-02 18:00:00,12.858597130278804,77.51746904171912,31.281337909296674,60.730073050056106,6.846572761640142,9.920309351693541,996.8613310144592,5.556509060831533,44.163513519193245,57.014685398785694,39.10665687891865,7.241137800785881,15.82359839698667,4546,64.64142084147682,24.475289889847573
2024-01-02 19:00:00,13.077330100519696,77.61744024743847,18.67815081173434,49.65003021053403,2.616932017465427,276.9489622222609,984.734695521052,41.457675425380046,21.42718613235374,63.09266831338399,38.76854432006499,1.752404202733791,21.092628469294123,3646,87.88204952619607,36.4593190232025
2024-01-02 20:00:00,12.914694995400003,77.67922790006389,11.860746260583493,50.13773954844694,1.1070058116937616,177.6668093841884,971.3810103817957,46.94798611303297,130.55455201912312,25.883438723558704,11.800563413884824,7.46166370900014,93.01432720690345,3434,15.031236152262,70.4694470656487
2024-01-02 21:00:00,13.015630571088495,77.63580539178089,35.742342166748315,68.13653979271018,9.517914233259498,200.411558396838,976.7875451115802,70.64711134918963,158.04808571366252,74.14512257869457,19.810812363300965,3.528714129826824,60.715619898937554,335,91.16435755401726,94.17881525967495
